image,image_id,gt_index,class,box_original,area,coco_size,area_quartile,aspect_ratio,aspect_bucket,best_raw_iou,best_raw_correct_score,best_raw_predicted_class,best_raw_level,raw_good50,raw_good75,prefilter_good50,prefilter_good75,max_score_good50,max_score_good75,top_score_iou,top_score,top_score_level,final_best_correct_iou,final_best_correct_score,final_best_level,hit50,hit75,hit50_operating,confidence_survival50,nms_survival50,death_reason
0100220000130818100952269J3_1294539700_483667500,6258,1,AC,"[649.0, 673.0004272460938, 809.0, 837.0001220703125]",26239.951171875,large,Q4,1.024998092651367,"[1,2)",0.8589538335800171,0.01255955919623375,AC,P4,1,1,1,1,0.8708606362342834,0.8349708318710327,0.7479434609413147,0.8708606362342834,P5,0.7479434609413147,0.8708606362342834,P5,1,0,1,1,1,final_tp
01002200001308181205324715M_1296604300_484549000,6679,0,P,"[127.99947357177734, 753.0004272460938, 160.9999542236328, 775.0000610351562]",725.9984892038628,small,Q1,1.5000468175184911,"[1,2)",0.8780205249786377,0.001829027198255062,P,P3,1,1,1,1,0.05763918161392212,0.05763918161392212,0.8153523206710815,0.05763918161392212,P3,0.8153523206710815,0.05763918161392212,P3,1,1,0,0,1,final_tp
01002200001308181205324715M_1296604300_484549000,6679,1,P,"[72.99993896484375, 792.9994506835938, 115.99974822998047, 811.9998168945312]",817.012123038061,small,Q1,2.2631042364006655,"[2,4)",0.8452260494232178,0.534516453742981,P,P3,1,1,1,1,0.554569661617279,0.554569661617279,0.8394514322280884,0.554569661617279,P3,0.8394514322280884,0.554569661617279,P3,1,1,1,1,1,final_tp
0100220000130819125335436J3_1295358300_483113800,6259,0,AC,"[738.0003662109375, 592.0, 1024.0, 652.000244140625]",17160.047851473093,large,Q3,4.766641167638478,"[4,8)",0.9158868789672852,0.00048511975910514593,LP,P4,1,1,1,1,0.036541566252708435,0.0075537976808846,0.258407324552536,0.05989653989672661,P4,0.7142505049705505,0.036541566252708435,P5,1,0,0,0,1,final_tp
0100220000130819125335436J3_1295358300_483113800,6259,1,LP,"[777.9999389648438, 677.9996337890625, 968.0001220703125, 794.9999389648438]",22230.07940679416,large,Q4,1.6239289531767673,"[1,2)",0.8269950151443481,2.786584445857443e-05,LC,P3,1,1,0,0,0.0005957300891168416,3.618662594817579e-05,0.3938107490539551,0.0022881266195327044,P5,0.3938107490539551,0.0022881266195327044,P5,0,0,0,0,0,confidence_filter_loss
0100220000130819125335436J3_1295358300_483113800,6259,2,LP,"[0.9999634027481079, 558.0000610351562, 432.9999694824219, 824.00048828125]",114912.1845703125,large,Q4,1.6240575418336813,"[1,2)",0.9918888807296753,0.000869707961101085,LP,P5,1,1,1,1,0.9580111503601074,0.9580111503601074,0.9768698811531067,0.9580111503601074,P5,0.9768698811531067,0.9580111503601074,P5,1,1,1,1,1,final_tp
0100220000130819125335436J3_1295358300_483113800,6259,3,LP,"[631.0000610351562, 591.0006103515625, 887.0001220703125, 794.0004272460938]",51967.96551512554,large,Q4,1.2610851820036928,"[1,2)",0.848682165145874,0.0001557910582050681,LC,P4,1,1,1,0,0.032611604779958725,0.0001557910582050681,0.5414664149284363,0.032611604779958725,P5,0.5414664149284363,0.032611604779958725,P5,1,0,0,0,1,final_tp
01002200001308201014409525D_1298351300_483083900,6680,0,LC,"[461.0002136230469, 549.9996337890625, 484.0002136230469, 581.9996948242188]",736.0014038085938,small,Q1,1.3913070015285327,"[1,2)",0.8707770705223083,0.026189005002379417,LP,P3,1,1,1,1,0.11704589426517487,0.11704589426517487,0.7567504644393921,0.11704589426517487,P4,0.7567504644393921,0.11704589426517487,P4,1,1,0,0,1,final_tp
01002200001308201014409525D_1298351300_483083900,6680,1,LC,"[350.9995422363281, 636.9996948242188, 446.99957275390625, 828.9996948242188]",18432.005859375,large,Q3,1.9999993642173246,"[1,2)",0.9467657208442688,0.006422361824661493,LC,P4,1,1,1,1,0.9722056984901428,0.9722056984901428,0.9277176856994629,0.9722056984901428,P4,0.9277176856994629,0.9722056984901428,P4,1,1,1,1,1,final_tp
01002200001308201014409525D_1298351300_483083900,6680,2,LC,"[145.99989318847656, 628.0001831054688, 288.0000305175781, 711.9999389648438]",11927.976867642254,large,Q3,1.6904827386263561,"[1,2)",0.6790043711662292,0.00029799650656059384,LC,P4,1,0,0,0,0.0006296514766290784,0.0,0.12074132263660431,0.009122480638325214,P3,0.3261946439743042,0.0011365489335730672,P4,0,0,0,0,0,final_localization_or_assignment
01002200001308201014409525D_1298351300_483083900,6680,3,LC,"[112.99995422363281, 582.99951171875, 441.9999084472656, 676.9996948242188]",30926.054504383355,large,Q4,3.4999925329475574,"[2,4)",0.6062806844711304,0.0001517338096164167,LC,P4,1,0,0,0,0.0004523874376900494,0.0,0.17773771286010742,0.0016956303734332323,P4,0.17773771286010742,0.0016956303734332323,P4,0,0,0,0,0,final_localization_or_assignment
01002200001308201032507615M_1298365000_483513300,6681,0,LC,"[326.0001220703125, 542.0001220703125, 459.99981689453125, 830.0]",38591.89575199038,large,Q4,2.1492577151573866,"[2,4)",0.9752240777015686,0.1439286768436432,LC,P4,1,1,1,1,0.7958241701126099,0.7958241701126099,0.965692400932312,0.7958241701126099,P4,0.965692400932312,0.7958241701126099,P4,1,1,1,1,1,final_tp
0100220000130820114033694J3_1294349400_482426300,6260,0,LC,"[744.0, 581.9995727539062, 930.0004272460938, 638.99951171875]",10602.013000462204,large,Q3,3.263168884458184,"[2,4)",0.7275160551071167,0.00011133839143440127,TP,P4,1,0,1,0,0.005483545362949371,0.0,0.3010386526584625,0.036527179181575775,P4,0.5987557172775269,0.005483545362949371,P3,1,0,0,0,1,final_tp
0100220000130820114033694J3_1294349400_482426300,6260,1,MC,"[634.999755859375, 762.9998779296875, 769.9999389648438, 819.0003051757812]",7560.067932207137,medium,Q3,2.4106991632797863,"[2,4)",0.9309569597244263,0.6115267276763916,MC,P3,1,1,1,1,0.9655020236968994,0.9655020236968994,0.8969541788101196,0.9655020236968994,P3,0.8969541788101196,0.9655020236968994,P3,1,1,1,1,1,final_tp
0100220000130820114033694J3_1294349400_482426300,6260,2,LC,"[590.0000610351562, 558.0006713867188, 718.0001220703125, 589.0001831054688]",3967.9393920600414,medium,Q2,4.129099264416337,"[4,8)",0.8121504783630371,4.9309142923448235e-05,TP,P3,1,1,1,0,0.10273145884275436,4.9309142923448235e-05,0.4865450859069824,0.2395445555448532,P3,0.585323691368103,0.002874559722840786,P3,1,0,0,0,1,final_tp
0100220000130820114033694J3_1294349400_482426300,6260,3,TC,"[104.0000228881836, 592.9994506835938, 674.9998168945312, 609.9999389648438]",9707.275695711374,large,Q3,33.58725981560732,"[16,inf)",0.5375264286994934,5.78760082134977e-05,TC,P3,1,0,1,0,0.018417971208691597,0.0,0.38288140296936035,0.03483685106039047,P4,0.47824323177337646,0.01850011572241783,P4,0,0,0,0,0,nms_or_maxdet_loss
0100220000130823105703744J3_1294580200_482908600,6261,0,MC,"[249.9998779296875, 693.99951171875, 347.00030517578125, 728.9999389648438]",3395.056396666914,medium,Q2,2.771406947808603,"[2,4)",0.9625343680381775,0.0021563791669905186,MC,P3,1,1,1,1,0.951481819152832,0.951481819152832,0.910145103931427,0.951481819152832,P3,0.910145103931427,0.951481819152832,P3,1,1,1,1,1,final_tp
0100220000130823105703744J3_1294580200_482908600,6261,1,LC,"[496.9999084472656, 674.9998168945312, 552.0000610351562, 822.9996337890625]",8140.012512179092,medium,Q3,2.6908982962915697,"[2,4)",0.9326157569885254,0.005902898032218218,LC,P3,1,1,1,1,0.7131542563438416,0.7131542563438416,0.810867190361023,0.7131542563438416,P4,0.810867190361023,0.7131542563438416,P4,1,1,1,1,1,final_tp
0100220000130823105703744J3_1294580200_482908600,6261,2,TC,"[535.9999389648438, 731.0004272460938, 701.0001831054688, 761.9999389648438]",5114.927001833916,medium,Q2,5.32267235812056,"[4,8)",0.7932617664337158,0.06824768334627151,TC,P3,1,1,1,1,0.18767358362674713,0.1464957743883133,0.7485829591751099,0.18767358362674713,P4,0.7485829591751099,0.18767358362674713,P4,1,0,0,0,1,final_tp
0100220000130823105737647J3_1294567800_482915300,6262,0,LC,"[500.000244140625, 715.999755859375, 512.00048828125, 831.99951171875]",1392.0253905653954,medium,Q1,9.666449657192846,"[8,16)",0.7674009203910828,0.12245233356952667,LC,P3,1,1,1,1,0.5908928513526917,0.12245233356952667,0.7483324408531189,0.5908928513526917,P3,0.7483324408531189,0.5908928513526917,P3,1,0,1,1,1,final_tp
0100220000130823121440959J3_1294794000_482885200,6263,0,AC,"[415.00006103515625, 613.99951171875, 516.999755859375, 712.9999389648438]",10098.013366568834,large,Q3,1.0302955013584887,"[1,2)",0.8631435632705688,0.1590852588415146,AC,P4,1,1,1,1,0.5605905055999756,0.5605905055999756,0.8249258399009705,0.5605905055999756,P4,0.8249258399009705,0.5605905055999756,P4,1,1,1,1,1,final_tp
0100220000130823121440959J3_1294794000_482885200,6263,1,AC,"[313.9993591308594, 734.0001831054688, 508.9996643066406, 822.0006103515625]",17160.110168587416,large,Q3,2.21590180045901,"[2,4)",0.9416639804840088,0.035138990730047226,AC,P5,1,1,1,1,0.1543126404285431,0.049373481422662735,0.6575881838798523,0.1543126404285431,P5,0.8371788263320923,0.049373481422662735,P4,1,1,0,0,1,final_tp
0100220000130823121440959J3_1294794000_482885200,6263,2,MC,"[335.0005798339844, 748.000244140625, 460.00030517578125, 798.0001220703125]",6249.971008334309,medium,Q3,2.5000006103530525,"[2,4)",0.9296881556510925,0.8960073590278625,MC,P3,1,1,1,1,0.9419471025466919,0.9419471025466919,0.8962671756744385,0.9419471025466919,P3,0.8962671756744385,0.9419471025466919,P3,1,1,1,1,1,final_tp
0100220000130823121440959J3_1294794000_482885200,6263,3,AC,"[568.9999389648438, 626.0004272460938, 707.0003662109375, 706.0004272460938]",11040.0341796875,large,Q3,1.7250053405761718,"[1,2)",0.7752766013145447,0.0004013869329355657,AC,P4,1,1,1,0,0.08331945538520813,0.0004013869329355657,0.5936545729637146,0.08331945538520813,P4,0.6506338119506836,0.005582696292549372,P4,1,0,0,0,1,final_tp
01002200001308241549511245C_1296082600_482115100,6007,0,TC,"[1.0004425048828125, 667.9996948242188, 197.0001983642578, 847.0001220703125]",35084.04003895819,large,Q4,1.0949680896007594,"[1,2)",0.9676414132118225,0.0009457542328163981,LC,P5,1,1,1,1,0.4326251149177551,0.4326251149177551,0.9438388347625732,0.4326251149177551,P4,0.9438388347625732,0.4326251149177551,P4,1,1,1,1,1,final_tp
01002200001308241549511245C_1296082600_482115100,6007,1,TP,"[274.0003662109375, 614.9996337890625, 486.0001525878906, 662.99951171875]",10175.963867213577,large,Q3,4.416673448367941,"[4,8)",0.9119423627853394,0.00046813342487439513,TC,P4,1,1,1,1,0.0030838842503726482,0.0030838842503726482,0.8873394131660461,0.0030838842503726482,P4,0.8873394131660461,0.0030838842503726482,P4,1,1,0,0,1,final_tp
01002200001308241549511245C_1296082600_482115100,6007,2,TP,"[769.00048828125, 691.0004272460938, 894.0001220703125, 702.0001831054688]",1374.9654541909695,medium,Q1,11.363855287981355,"[8,16)",0.8806676268577576,0.00689643993973732,TC,P3,1,1,1,1,0.012750486843287945,0.012750486843287945,0.8250455856323242,0.012750486843287945,P3,0.8250455856323242,0.012750486843287945,P3,1,1,0,0,1,final_tp
01002200001308241549511245C_1296082600_482115100,6007,3,MC,"[373.9996643066406, 617.0, 419.999755859375, 631.0000610351562]",644.0040893610567,small,Q1,3.2857065006517656,"[2,4)",0.832942545413971,0.42508402466773987,MC,P3,1,1,1,1,0.6147933602333069,0.42508402466773987,0.7146075963973999,0.6147933602333069,P3,0.7146075963973999,0.6147933602333069,P3,1,0,1,1,1,final_tp
01002200001308241549511245C_1296082600_482115100,6007,4,MC,"[942.99951171875, 649.0004272460938, 995.9998168945312, 665.0004272460938]",848.0048828125,small,Q1,3.312519073486328,"[2,4)",0.9371975064277649,7.049451960483566e-05,TC,P4,1,1,1,1,0.7580792903900146,0.7580792903900146,0.9011600017547607,0.7580792903900146,P3,0.9011600017547607,0.7580792903900146,P3,1,1,1,1,1,final_tp
01002200001308241549511245C_1296082600_482115100,6007,5,MC,"[21.00018882751465, 647.0000610351562, 77.0007095336914, 664.00048828125]",952.0327455829829,small,Q1,3.2940653777801714,"[2,4)",0.8766921758651733,7.96469539636746e-05,TC,P4,1,1,1,1,0.9025149941444397,0.9025149941444397,0.8689810037612915,0.9025149941444397,P3,0.8689810037612915,0.9025149941444397,P3,1,1,1,1,1,final_tp
01002200001308241549511245C_1296082600_482115100,6007,6,MC,"[111.00006103515625, 603.999755859375, 159.00006103515625, 616.0000610351562]",576.0146484375,small,Q1,3.999898277326525,"[2,4)",0.9042319655418396,0.013125341385602951,MC,P3,1,1,1,1,0.7222814559936523,0.7222814559936523,0.7637954950332642,0.7222814559936523,P3,0.8494465947151184,0.003701898967847228,P3,1,1,1,1,1,final_tp
0100220000130825100227130J3_1294541600_483016200,6264,0,TC,"[83.99974822998047, 591.0, 471.9994812011719, 614.0001831054688]",8924.064727732912,medium,Q3,16.869418976475114,"[16,inf)",0.7173036336898804,0.00038379363832063973,TC,P3,1,0,1,0,0.15012140572071075,0.0,0.12890303134918213,0.1664762794971466,P4,0.5818870067596436,0.004917076323181391,P5,1,0,0,0,1,final_tp
0100220000130825100227130J3_1294541600_483016200,6264,1,MC,"[721.0, 730.0004272460938, 790.0001831054688, 769.00048828125]",2691.0113525502384,medium,Q2,1.7692326953865318,"[1,2)",0.8115755915641785,0.00028108834521844983,MC,P3,1,1,1,1,0.2993565797805786,0.022404741495847702,0.6254438757896423,0.2993565797805786,P3,0.7938537001609802,0.022404741495847702,P3,1,1,1,1,1,final_tp
01002200001308251022236025D_1296511200_483350400,6682,0,P,"[203.0002899169922, 726.9995727539062, 390.0000915527344, 809.9999389648438]",15521.05201713927,large,Q3,2.252999717621728,"[2,4)",0.9398855566978455,0.0007111873128451407,AC,P4,1,1,1,1,0.7848380208015442,0.7848380208015442,0.8852230906486511,0.7848380208015442,P4,0.8852230906486511,0.7848380208015442,P4,1,1,1,1,1,final_tp
01002200001308251325411875D_1296983100_483924100,6683,0,TP,"[948.0003051757812, 649.9993896484375, 1024.0, 673.9999389648438]",1824.034423660487,medium,Q2,3.1665814737109796,"[2,4)",0.9197441339492798,0.32269230484962463,TP,P3,1,1,1,1,0.6181374788284302,0.6181374788284302,0.8923130035400391,0.6181374788284302,P3,0.8923130035400391,0.6181374788284302,P3,1,1,1,1,1,final_tp
01002200001308251325411875D_1296983100_483924100,6683,1,TP,"[176.0, 693.9996948242188, 1011.9998168945312, 785.9999389648438]",76912.18725581467,large,Q4,9.086930417452823,"[8,16)",0.9815760254859924,0.8431161046028137,TP,P5,1,1,1,1,0.8500672578811646,0.8500672578811646,0.9745626449584961,0.8500672578811646,P5,0.9745626449584961,0.8500672578811646,P5,1,1,1,1,1,final_tp
01002200001308251325411875D_1296983100_483924100,6683,2,TP,"[1.0004364252090454, 657.00048828125, 179.00033569335938, 707.0003662109375]",8899.972930921242,medium,Q3,3.560006555191785,"[2,4)",0.9741830229759216,0.8690120577812195,TP,P4,1,1,1,1,0.8992660045623779,0.8992660045623779,0.9511836171150208,0.8992660045623779,P4,0.9511836171150208,0.8992660045623779,P4,1,1,1,1,1,final_tp
0100220000130825163751026J3_1294710000_483507800,6265,0,LC,"[465.0004577636719, 687.9999389648438, 501.0001525878906, 819.9998168945312]",4751.955322302878,medium,Q2,3.666694358777862,"[2,4)",0.7865284085273743,0.0008622404420748353,LC,P3,1,1,1,1,0.7038016319274902,0.4746052622795105,0.735775887966156,0.7038016319274902,P4,0.735775887966156,0.7038016319274902,P4,1,0,1,1,1,final_tp
0100220000130825163751026J3_1294710000_483507800,6265,1,MC,"[480.0005798339844, 593.00048828125, 525.000244140625, 600.9999389648438]",359.9725953992456,small,Q1,5.6253443000694325,"[4,8)",0.6618950963020325,0.3614594042301178,MC,P3,1,0,1,0,0.4002087712287903,0.0,0.6498579382896423,0.4002087712287903,P3,0.6498579382896423,0.4002087712287903,P3,1,0,1,1,1,final_tp
0100220000130825164202186J3_1294719500_483521000,6266,0,LP,"[309.0002136230469, 750.99951171875, 472.00054931640625, 821.9996337890625]",11573.043731730431,large,Q3,2.295775428835709,"[2,4)",0.8449350595474243,8.175104994734284e-06,TC,P4,1,1,0,0,0.0003824018349405378,0.000376763055101037,0.5133742690086365,0.0003824018349405378,P5,0.0,0.0,none,0,0,0,0,0,confidence_filter_loss
0100220000130826130526299J3_1294779500_482667400,6267,0,LP,"[467.00030517578125, 736.9999389648438, 488.9999084472656, 827.9996337890625]",2001.9571839589626,medium,Q2,4.136424357350638,"[4,8)",0.89961177110672,0.0024344096891582012,LC,P3,1,1,1,1,0.003260916331782937,0.003260916331782937,0.8946000933647156,0.003260916331782937,P3,0.8946000933647156,0.003260916331782937,P3,1,1,0,0,1,final_tp
01002200001308261413307455K_1296048500_482456100,6008,0,AC,"[0.9994110465049744, 787.0004272460938, 195.999755859375, 866.0]",15404.944412081502,large,Q3,2.4683722222093456,"[2,4)",0.9114946126937866,0.0008080955594778061,TC,P4,1,1,1,1,0.7869090437889099,0.7869090437889099,0.8598875403404236,0.7869090437889099,P4,0.8598875403404236,0.7869090437889099,P4,1,1,1,1,1,final_tp
01002200001308261413307455K_1296048500_482456100,6008,1,MC,"[370.9997863769531, 584.9999389648438, 408.9994201660156, 595.9996948242188]",417.98669442534447,small,Q1,3.4545888358672734,"[2,4)",0.7760624885559082,0.6031214594841003,MC,P3,1,1,1,1,0.6714484691619873,0.6714484691619873,0.7736436724662781,0.6714484691619873,P3,0.7736436724662781,0.6714484691619873,P3,1,1,1,1,1,final_tp
01002200001308261413307455K_1296048500_482456100,6008,2,AC,"[251.9997100830078, 683.9996948242188, 349.0002136230469, 831.99951171875]",14356.056762603112,large,Q3,1.5257633877481998,"[1,2)",0.7516315579414368,0.0018077982822433114,AC,P4,1,1,1,1,0.813701868057251,0.0018077982822433114,0.6057484149932861,0.813701868057251,P4,0.6057484149932861,0.813701868057251,P4,1,0,1,1,1,final_tp
01002200001308261413307455K_1296048500_482456100,6008,3,MC,"[424.00048828125, 650.999755859375, 496.0, 672.9994506835938]",1583.9672853052616,medium,Q2,3.2727504764969773,"[2,4)",0.7931132912635803,0.7247785925865173,MC,P3,1,1,1,1,0.7247785925865173,0.7247785925865173,0.7931132912635803,0.7247785925865173,P3,0.7931132912635803,0.7247785925865173,P3,1,1,1,1,1,final_tp
01002200001308261413307455K_1296048500_482456100,6008,4,TC,"[671.99951171875, 788.000244140625, 907.9998168945312, 832.00048828125]",10384.07104499638,large,Q3,5.363613538632265,"[4,8)",0.7814817428588867,0.02354739047586918,TC,P4,1,1,1,1,0.03125996142625809,0.02354739047586918,0.4505365490913391,0.5240669250488281,P4,0.6589311957359314,0.03125996142625809,P4,1,0,0,0,1,final_tp
01002200001308261413307455K_1296048500_482456100,6008,5,TC,"[848.00048828125, 705.9998779296875, 1010.0004272460938, 780.9996337890625]",12149.955871596932,large,Q3,2.160006217468156,"[2,4)",0.7750124335289001,0.021351004019379616,TC,P4,1,1,1,1,0.20764276385307312,0.1556253284215927,0.7319560647010803,0.20764276385307312,P4,0.7319560647010803,0.20764276385307312,P4,1,0,0,0,1,final_tp
01002200001308261413307455K_1296048500_482456100,6008,6,LC,"[232.0, 593.9999389648438, 344.0, 832.0]",26656.0068359375,large,Q4,2.125000544956752,"[2,4)",0.7808406352996826,0.0001909800776047632,LC,P4,1,1,1,0,0.39445093274116516,0.0001909800776047632,0.6174373626708984,0.39445093274116516,P4,0.6174373626708984,0.39445093274116516,P4,1,0,1,1,1,final_tp
01002200001308261413307455K_1296048500_482456100,6008,7,MC,"[859.9998168945312, 585.0004272460938, 904.0, 598.0001220703125]",571.9889525808394,small,Q1,3.3847089258968857,"[2,4)",0.7506763339042664,0.15633311867713928,MC,P3,1,1,1,1,0.22017669677734375,0.15633311867713928,0.7352948784828186,0.22017669677734375,P3,0.7352948784828186,0.22017669677734375,P3,1,0,0,0,1,final_tp
01002200001308261413307455K_1296048500_482456100,6008,8,TC,"[981.9996337890625, 840.0, 1024.0, 866.0004272460938]",1092.0274659767747,medium,Q1,1.6153721557497693,"[1,2)",0.7682331204414368,0.04901706054806709,TC,P4,1,1,1,1,0.34003210067749023,0.04901706054806709,0.6831268668174744,0.34003210067749023,P4,0.6831268668174744,0.34003210067749023,P4,1,0,1,1,1,final_tp
0100220000130830085914977J3_1294964200_483371100,6268,0,TC,"[790.0001831054688, 721.9999389648438, 919.0006103515625, 828.0001831054688]",13674.07678233087,large,Q3,1.2169823597288663,"[1,2)",0.828798234462738,7.97285683802329e-05,LC,P4,1,1,1,1,0.03063429892063141,0.03063429892063141,0.7969032526016235,0.03063429892063141,P4,0.7969032526016235,0.03063429892063141,P4,1,1,0,0,1,final_tp
0100220000130830091049153J3_1294974800_483388100,6269,0,LC,"[257.9998779296875, 643.0004272460938, 471.00006103515625, 800.0]",33440.937744062394,large,Q4,1.3566927563512696,"[1,2)",0.9152039289474487,0.0006025401526130736,LC,P4,1,1,1,1,0.8949053287506104,0.8949053287506104,0.7938900589942932,0.8949053287506104,P5,0.7938900589942932,0.8949053287506104,P5,1,1,1,1,1,final_tp
0100220000130830091049153J3_1294974800_483388100,6269,1,TC,"[147.999755859375, 776.9999389648438, 375.0000305175781, 816.9994506835938]",9079.900146350265,medium,Q3,5.675076142286893,"[4,8)",0.7059794068336487,0.004445058759301901,TC,P4,1,0,1,0,0.007576516829431057,0.0,0.3801017701625824,0.6497683525085449,P4,0.6779518127441406,0.007576516829431057,P4,1,0,0,0,1,final_tp
0100220000130830091049153J3_1294974800_483388100,6269,2,TC,"[846.99951171875, 809.0, 960.0, 826.9998168945312]",2033.9880980551243,medium,Q2,6.2778687662974,"[4,8)",0.819446325302124,0.14297161996364594,TC,P3,1,1,1,1,0.36694520711898804,0.21673256158828735,0.7428562045097351,0.36694520711898804,P3,0.7428562045097351,0.36694520711898804,P3,1,0,1,1,1,final_tp
0100220000130830094232992J3_1294923100_483335500,6270,0,LC,"[226.00035095214844, 590.0006103515625, 413.0002136230469, 820.0001831054688]",43009.88851934578,large,Q4,1.229945142573089,"[1,2)",0.9778264164924622,0.03536809980869293,LC,P5,1,1,1,1,0.8938800096511841,0.8938800096511841,0.9173564314842224,0.8938800096511841,P5,0.9173564314842224,0.8938800096511841,P5,1,1,1,1,1,final_tp
0100220000130830094232992J3_1294923100_483335500,6270,1,LC,"[38.99956130981445, 599.0000610351562, 367.99951171875, 865.0003051757812]",87514.06408689916,large,Q4,1.2368407406081665,"[1,2)",0.8111186027526855,0.0017335228621959686,LC,P5,1,1,1,1,0.7732109427452087,0.0020044976845383644,0.5639224648475647,0.7732109427452087,P5,0.8079909086227417,0.0020044976845383644,P5,1,1,1,1,1,final_tp
0100220000130830094232992J3_1294923100_483335500,6270,2,MC,"[428.9996643066406, 600.9999389648438, 478.99957275390625, 611.9996948242188]",549.9867859110236,small,Q1,4.545547109088892,"[4,8)",0.9406903386116028,4.434137008502148e-05,TC,P4,1,1,1,1,0.7477105855941772,0.7477105855941772,0.8058668971061707,0.7477105855941772,P3,0.8058668971061707,0.7477105855941772,P3,1,1,1,1,1,final_tp
0100220000130830094232992J3_1294923100_483335500,6270,3,MC,"[939.9996948242188, 736.9999389648438, 1023.9994506835938, 770.9998168945312]",2855.9814453423023,medium,Q2,2.470589924854682,"[2,4)",0.9169449210166931,4.498578346101567e-05,TC,P4,1,1,1,1,0.9268658757209778,0.9268658757209778,0.8710240721702576,0.9268658757209778,P3,0.8710240721702576,0.9268658757209778,P3,1,1,1,1,1,final_tp
0100220000130830123737150J3_1295080000_483353300,6271,0,LC,"[319.99951171875, 593.9998779296875, 416.9999694824219, 807.99951171875]",20758.062438797206,large,Q4,2.2061713802469143,"[2,4)",0.8517436981201172,0.0009479359723627567,LC,P4,1,1,1,1,0.9225037693977356,0.8940135836601257,0.7357179522514343,0.9225037693977356,P4,0.7357179522514343,0.9225037693977356,P4,1,0,1,1,1,final_tp
0100220000130830124823457J3_1295022000_483290700,6272,0,TC,"[225.99990844726562, 737.00048828125, 624.0, 766.0001220703125]",11541.856903042644,large,Q3,13.724314398164713,"[8,16)",0.9343245029449463,0.6648004651069641,TC,P4,1,1,1,1,0.6648004651069641,0.6648004651069641,0.9343245029449463,0.6648004651069641,P4,0.9343245029449463,0.6648004651069641,P4,1,1,1,1,1,final_tp
0100220000130830124823457J3_1295022000_483290700,6272,1,MC,"[678.9994506835938, 678.9995727539062, 744.0, 697.9999389648438]",1235.034240923822,medium,Q1,3.421015605424957,"[2,4)",0.7829498648643494,0.22185489535331726,MC,P3,1,1,1,1,0.8163169026374817,0.8163169026374817,0.7727615833282471,0.8163169026374817,P3,0.7727615833282471,0.8163169026374817,P3,1,1,1,1,1,final_tp
0100220000130901111350607J3_1295276500_483492700,6273,0,P,"[535.0005493164062, 642.999755859375, 548.0001831054688, 655.0]",155.99877920746803,small,Q1,1.0832807763513925,"[1,2)",0.6867514252662659,0.6528626084327698,P,P3,1,0,1,0,0.6528626084327698,0.0,0.6867514252662659,0.6528626084327698,P3,0.6867514252662659,0.6528626084327698,P3,1,0,1,1,1,final_tp
0100220000130901111350607J3_1295276500_483492700,6273,1,P,"[535.0, 654.9995727539062, 545.999755859375, 664.9999389648438]",110.00158682465553,small,Q1,1.099935305103573,"[1,2)",0.30274930596351624,0.4892020523548126,P,P3,0,0,0,0,0.0,0.0,0.10334466397762299,0.0006998318713158369,P3,0.30274930596351624,0.4892020523548126,P3,0,0,0,0,0,raw_geometry_failure
0100220000130901111350607J3_1295276500_483492700,6273,2,TC,"[607.0001831054688, 734.99951171875, 779.0003051757812, 752.9994506835938]",3095.9916992112994,medium,Q2,9.555594738751692,"[8,16)",0.8568007946014404,0.05100962892174721,TC,P3,1,1,1,1,0.6090728640556335,0.10991427302360535,0.6104565262794495,0.6090728640556335,P3,0.8105316758155823,0.10991427302360535,P3,1,1,1,1,1,final_tp
0100220000130901111350607J3_1295276500_483492700,6273,3,LC,"[561.9999389648438, 685.0001831054688, 625.9999389648438, 786.999755859375]",6527.97265625,medium,Q3,1.5937433242797852,"[1,2)",0.41212666034698486,0.0004074012103956193,LC,P3,0,0,0,0,0.0,0.0,0.1182151660323143,0.0012771744513884187,P3,0.25438156723976135,0.0011490515898913145,P3,0,0,0,0,0,raw_geometry_failure
0100220000130901142851455J3_1294965700_483488700,6274,0,TC,"[370.99981689453125, 604.9996948242188, 635.9998168945312, 615.0001220703125]",2650.1132202148438,medium,Q2,26.49886784622239,"[16,inf)",0.9132053852081299,0.20741122961044312,TC,P3,1,1,1,1,0.5991906523704529,0.5991906523704529,0.8107218146324158,0.5991906523704529,P3,0.8107218146324158,0.5991906523704529,P3,1,1,1,1,1,final_tp
0100220000130901142851455J3_1294965700_483488700,6274,1,MC,"[449.0004577636719, 548.999755859375, 481.0004577636719, 554.9993286132812]",191.986328125,small,Q1,5.333713134683663,"[4,8)",0.5889719724655151,0.26992693543434143,MC,P3,1,0,1,0,0.26992693543434143,0.0,0.5889719724655151,0.26992693543434143,P3,0.5889719724655151,0.26992693543434143,P3,1,0,1,1,1,final_tp
0100220000130901142851455J3_1294965700_483488700,6274,2,LC,"[517.0001831054688, 529.9999389648438, 570.9998168945312, 643.0004272460938]",6101.984985172749,medium,Q3,2.0926158262972883,"[2,4)",0.818825364112854,0.018032455816864967,LC,P4,1,1,1,1,0.06605024635791779,0.018032455816864967,0.17682531476020813,0.37628617882728577,P4,0.818825364112854,0.018032455816864967,P4,1,1,0,0,1,final_tp
