image,gt_index,class,size,aspect_ratio,elongated,outcome,best_raw_iou,top_score_iou,P2_target_response,P2_ring_response,P2_contrast,P3_target_response,P3_ring_response,P3_contrast,P4_target_response,P4_ring_response,P4_contrast
09002200121707090856313992Q_1295174500_482422000,2,LP,large,1.8741293394311762,0,hit,0.9809674024581909,0.9349240064620972,0.655906081199646,0.6463589668273926,0.009547114372253418,0.5638025403022766,0.5504504442214966,0.01335209608078003,0.7613687515258789,0.6244935393333435,0.1368752121925354
09002200121707090856313992Q_1295174500_482422000,3,TP,small,4.000274677063702,0,localization_error,0.3312668800354004,0.20754528045654297,0.6520249247550964,0.5360565185546875,0.11596840620040894,0.9841675162315369,0.7634380459785461,0.22072947025299072,1.2624727487564087,1.0053209066390991,0.25715184211730957
09002200121707091019379408D_1295013300_482055800,0,LC,medium,1.793083708135935,0,localization_error,0.6303765177726746,0.10697561502456665,0.490551620721817,0.5809244513511658,-0.09037283062934875,0.5298312306404114,0.5137986540794373,0.01603257656097412,0.6311102509498596,0.5590069890022278,0.07210326194763184
09002200121707091019379408D_1295013300_482055800,1,TC,small,10.125748685746549,1,hit,0.8707390427589417,0.7568954229354858,0.4726813733577728,0.5195111632347107,-0.046829789876937866,0.6529796719551086,0.49157801270484924,0.1614016592502594,0.9079915285110474,0.7402366995811462,0.16775482892990112
09002200121707091019379408D_1295013300_482055800,2,LC,large,1.3902430764123508,0,hit,0.9349409341812134,0.7079728245735168,0.508098840713501,0.5947955250740051,-0.08669668436050415,0.4839336574077606,0.5757163763046265,-0.09178271889686584,0.5326802134513855,0.5882308483123779,-0.05555063486099243
09002200121707091019379408D_1295013300_482055800,3,TC,large,1.7432408022949104,0,hit,0.9290430545806885,0.894011378288269,0.4647690951824188,0.6055187582969666,-0.14074966311454773,0.5321195125579834,0.5158222317695618,0.01629728078842163,0.7151221632957458,0.5487850308418274,0.16633713245391846
09002200121707091259179642Q_1295357800_482888100,0,LC,medium,3.05710922581939,0,hit,0.8558751940727234,0.7767258286476135,0.5477290749549866,0.540080726146698,0.007648348808288574,0.6918722987174988,0.5348796248435974,0.15699267387390137,0.9986218214035034,0.515523374080658,0.48309844732284546
09002200121707091259179642Q_1295357800_482888100,1,TP,medium,4.521693902354883,0,hit,0.8284274339675903,0.8232247829437256,0.6987643837928772,0.655889630317688,0.04287475347518921,0.7022446393966675,0.534141480922699,0.1681031584739685,0.8965034484863281,0.6056843996047974,0.29081904888153076
09002200121707091259179642Q_1295357800_482888100,2,MC,small,4.250284214461748,0,hit,0.8665168881416321,0.8414170145988464,0.5951317548751831,0.5383604168891907,0.05677133798599243,0.8574198484420776,0.8322767615318298,0.025143086910247803,1.08733069896698,0.9783781170845032,0.1089525818824768
09002200121707091259179642Q_1295357800_482888100,3,LP,medium,2.3030012151342474,0,hit,0.8410336375236511,0.45208248496055603,0.5594782829284668,0.6044107675552368,-0.04493248462677002,0.8729400634765625,0.5113947987556458,0.36154526472091675,1.0303382873535156,0.6043385863304138,0.4259997010231018
09002200121707091323274701M_1296231600_482917500,0,TC,large,6.913036959391772,1,hit,0.9020618200302124,0.4003998637199402,0.5051344633102417,0.5405884385108948,-0.035453975200653076,0.5920761823654175,0.4997182786464691,0.09235790371894836,0.6316717863082886,0.5679906010627747,0.06368118524551392
09002200121707091323274701M_1296231600_482917500,1,LC,medium,2.23530731732712,0,hit,0.7386019229888916,0.34729981422424316,0.5951697826385498,0.5047845840454102,0.09038519859313965,0.9139826893806458,0.508529007434845,0.4054536819458008,0.999406635761261,0.6734299063682556,0.32597672939300537
09002200121707091323274701M_1296231600_482917500,2,LC,medium,1.6999887085305525,0,hit,0.858559250831604,0.845011830329895,0.4840296804904938,0.5233449935913086,-0.03931531310081482,0.5298210978507996,0.5219303965568542,0.007890701293945312,0.598380446434021,0.6807422637939453,-0.08236181735992432
09002200121707091323274701M_1296231600_482917500,3,LC,small,1.038434994084396,0,hit,0.6567744016647339,0.1810956448316574,0.603304922580719,0.46105629205703735,0.14224863052368164,0.7394108176231384,0.4981001913547516,0.24131062626838684,0.7337772250175476,0.6565136313438416,0.07726359367370605
09002200121707091323274701M_1296231600_482917500,4,LC,medium,1.5999975585788488,0,hit,0.777413010597229,0.4689437747001648,0.5647566318511963,0.4615646302700043,0.10319200158119202,0.7953757643699646,0.506225049495697,0.2891507148742676,0.9528595805168152,0.6019814610481262,0.35087811946868896
09002200121707091431012111M_1296317500_483022700,0,LC,medium,2.037057675288139,0,hit,0.9395469427108765,0.7000036835670471,0.7488300800323486,0.5159263610839844,0.23290371894836426,0.7298360466957092,0.5649041533470154,0.16493189334869385,0.6663079857826233,0.6605262160301208,0.005781769752502441
09002200121707091431012111M_1296317500_483022700,1,MC,small,3.00004747275403,0,hit,0.6466726660728455,0.6367559432983398,0.6476408839225769,0.5087268352508545,0.1389140486717224,0.8420641422271729,0.5626177787780762,0.2794463634490967,0.7538607120513916,0.7373964190483093,0.016464293003082275
09002200121707091431012111M_1296317500_483022700,2,LC,medium,2.604660834708996,0,hit,0.931061327457428,0.843879759311676,0.4937934875488281,0.4526020586490631,0.041191428899765015,0.7633198499679565,0.5041277408599854,0.2591921091079712,0.971576988697052,0.6138960123062134,0.3576809763908386
09002200121707091431012111M_1296317500_483022700,3,MC,medium,2.689699008058864,0,hit,0.9056789875030518,0.8648465275764465,0.5702453255653381,0.5456027984619141,0.024642527103424072,0.7078278064727783,0.4874303936958313,0.22039741277694702,1.201080560684204,0.5283945202827454,0.6726860404014587
09002200121707091541226858T_1295687000_482010900,0,MC,small,4.3997595302906385,0,localization_error,0.4366174042224884,0.3043038249015808,0.7476620078086853,0.5931808352470398,0.1544811725616455,0.5593494176864624,0.526041567325592,0.03330785036087036,0.7127206921577454,0.6449368596076965,0.06778383255004883
09002200121707091541226858T_1295687000_482010900,1,MC,medium,3.2000394444512263,0,hit,0.7807787656784058,0.7074465751647949,0.6216948628425598,0.5312985777854919,0.09039628505706787,0.9570369720458984,0.5785152316093445,0.37852174043655396,1.0629664659500122,0.7056159377098083,0.35735052824020386
09002200121707091541226858T_1295687000_482010900,2,AC,large,2.8604553674251707,0,localization_error,0.7463613748550415,0.20237283408641815,0.5394564867019653,0.5602921843528748,-0.020835697650909424,0.543795645236969,0.5224232077598572,0.021372437477111816,0.6637894511222839,0.5841766595840454,0.07961279153823853
09002200121707091541226858T_1295687000_482010900,3,TC,medium,3.714249840874016,0,localization_error,0.48868000507354736,0.16447167098522186,0.5832503437995911,0.5853617787361145,-0.0021114349365234375,0.5095289945602417,0.5131635069847107,-0.003634512424468994,0.6876784563064575,0.5978729128837585,0.08980554342269897
09002200121707091545134709S_1295248500_482605400,0,LC,large,3.0151598661663006,0,hit,0.8383836150169373,0.5590551495552063,0.6371909379959106,0.5564204454421997,0.08077049255371094,0.6006472110748291,0.5132493376731873,0.08739787340164185,0.7084280848503113,0.6320827007293701,0.07634538412094116
09002200121707091656426761B_1295900100_481964800,0,AC,large,1.4981284825209593,0,hit,0.9723681807518005,0.94459068775177,0.5458786487579346,0.6771517992019653,-0.13127315044403076,0.4557567834854126,0.5024067163467407,-0.046649932861328125,0.6324464082717896,0.574885368347168,0.05756103992462158
09002200121707091656426761B_1295900100_481964800,1,MC,medium,2.7600080078711513,0,hit,0.9806752800941467,0.8912538886070251,0.5564168095588684,0.5648615956306458,-0.008444786071777344,0.9620234370231628,0.5553351640701294,0.40668827295303345,1.3315104246139526,0.6990061402320862,0.6325042843818665
09002200121707101031054972I_1294232100_481955200,0,MC,small,1.4761500633595686,0,hit,0.8110791444778442,0.7948086261749268,0.6276954412460327,0.6473833918571472,-0.019687950611114502,0.9831075668334961,0.6765393614768982,0.3065682053565979,1.311659812927246,0.7743350863456726,0.5373247265815735
09002200121707101031054972I_1294232100_481955200,1,LP,large,1.559531975248719,0,hit,0.9493487477302551,0.9275558590888977,0.5211984515190125,0.6790661215782166,-0.1578676700592041,0.5513976216316223,0.44518566131591797,0.10621196031570435,0.7943453788757324,0.521105945110321,0.2732394337654114
09002200121707101357248522I_1295245900_481484700,0,TP,large,7.577771186988577,1,hit,0.9585754871368408,0.7839317321777344,0.6286142468452454,0.7941331267356873,-0.1655188798904419,0.4754517376422882,0.611373245716095,-0.13592150807380676,0.6070038676261902,0.5498742461204529,0.057129621505737305
09002200121707101357248522I_1295245900_481484700,1,LP,large,1.1994756740304056,0,hit,0.8413165211677551,0.10439588874578476,0.6268637776374817,0.6319711208343506,-0.0051073431968688965,0.48587125539779663,0.5344700217247009,-0.0485987663269043,0.6384130120277405,0.62851482629776,0.009898185729980469
09002200121707101357248522I_1295245900_481484700,2,LP,medium,1.6060412701759448,0,hit,0.7939189076423645,0.6199012398719788,0.6644472479820251,0.8185726404190063,-0.1541253924369812,0.8013566732406616,0.6634562015533447,0.1379004716873169,0.8143211007118225,0.7310054898262024,0.08331561088562012
09002200121707101400081852I_1295245500_481575000,0,TP,small,2.7499898276809147,0,hit,0.8527097105979919,0.749525785446167,0.7242408394813538,0.6040989756584167,0.12014186382293701,0.9466514587402344,0.6121571063995361,0.33449435234069824,1.1011842489242554,0.7277302145957947,0.3734540343284607
09002200121707101400081852I_1295245500_481575000,1,LP,large,1.0160777528709082,0,hit,0.9039573669433594,0.8997464776039124,0.6794084906578064,0.6021038293838501,0.0773046612739563,0.5578558444976807,0.569725513458252,-0.011869668960571289,0.5848932266235352,0.5839183926582336,0.0009748339653015137
09002200121707101400081852I_1295245500_481575000,2,TP,large,8.895620131134942,1,hit,0.9254022240638733,0.8525794148445129,0.6355524659156799,0.7877321243286133,-0.15217965841293335,0.508083164691925,0.5335597395896912,-0.025476574897766113,0.6519158482551575,0.5647110939025879,0.08720475435256958
09002200121707101403451992I_1295248000_481687900,0,TC,large,4.968295350727535,0,hit,0.8881044387817383,0.8399094343185425,0.5235304236412048,0.5988682508468628,-0.07533782720565796,0.44993868470191956,0.44597169756889343,0.003966987133026123,0.5705488920211792,0.47670266032218933,0.09384623169898987
09002200121707101403451992I_1295248000_481687900,1,TC,medium,9.420923800437519,1,hit,0.7601473927497864,0.6438063979148865,0.5396217107772827,0.6379675269126892,-0.0983458161354065,0.5063040852546692,0.5564050078392029,-0.05010092258453369,0.6685571670532227,0.5354060530662537,0.133151113986969
09002200121707101403451992I_1295248000_481687900,2,TC,large,7.4901446881843965,1,hit,0.8512226343154907,0.5016299486160278,0.5513155460357666,0.6765460968017578,-0.1252305507659912,0.49345695972442627,0.49633145332336426,-0.0028744935989379883,0.5979249477386475,0.5815834403038025,0.01634150743484497
09002200121707101403451992I_1295248000_481687900,3,P,small,1.8571245883819816,0,hit,0.8808141946792603,0.8536047339439392,0.6481481194496155,0.5713229179382324,0.07682520151138306,0.9312625527381897,0.527894914150238,0.40336763858795166,1.3853174448013306,0.7495638132095337,0.6357536315917969
09002200121707101407216064C_1295945900_483209400,0,TC,medium,1.5714191048503259,0,hit,0.8426119089126587,0.8165529370307922,0.47435465455055237,0.5196161270141602,-0.04526147246360779,0.6314123272895813,0.5714452862739563,0.059967041015625,0.9355648159980774,0.5940513610839844,0.341513454914093
09002200121707101407216064C_1295945900_483209400,1,MC,small,3.6999011266677244,0,hit,0.8771985769271851,0.8300542235374451,0.6260847449302673,0.4932243824005127,0.13286036252975464,0.8249450922012329,0.5642345547676086,0.26071053743362427,0.906596839427948,0.6231145858764648,0.28348225355148315
09002200121707101407216064C_1295945900_483209400,2,MC,small,3.562511682554941,0,hit,0.9033424854278564,0.5863664150238037,0.550258219242096,0.4545082151889801,0.09575000405311584,0.7306297421455383,0.526479959487915,0.2041497826576233,1.3590543270111084,0.8144113421440125,0.544642984867096
09002200121707101407216064C_1295945900_483209400,3,TC,medium,3.954600311283615,0,hit,0.7901512980461121,0.7187128663063049,0.4892301559448242,0.4411209225654602,0.048109233379364014,0.6578655242919922,0.4659305512905121,0.1919349730014801,0.843517541885376,0.5846609473228455,0.2588565945625305
09002200121707101614492422I_1295241000_481420100,0,TC,large,13.867679015248957,1,hit,0.9218413829803467,0.21196261048316956,0.6385575532913208,0.7399144172668457,-0.1013568639755249,0.6011731028556824,0.5509276390075684,0.050245463848114014,0.6493542790412903,0.5682711005210876,0.08108317852020264
09002200121707101614492422I_1295241000_481420100,1,LC,large,1.7058819727927792,0,hit,0.9084506630897522,0.31002184748649597,0.5801336169242859,0.5624324083328247,0.01770120859146118,0.5800159573554993,0.51546311378479,0.06455284357070923,0.7015661597251892,0.5590479969978333,0.14251816272735596
09002200121707101614492422I_1295241000_481420100,2,LC,medium,2.069776255519802,0,hit,0.9295368194580078,0.9010821580886841,0.5102060437202454,0.6419866681098938,-0.13178062438964844,0.8517342209815979,0.5101502537727356,0.3415839672088623,0.8335773944854736,0.5407406091690063,0.2928367853164673
09002200121707101614492422I_1295241000_481420100,3,LC,large,1.134965975797939,0,hit,0.8488054275512695,0.3985973596572876,0.6059070229530334,0.5727616548538208,0.033145368099212646,0.5377539992332458,0.4584539532661438,0.07930004596710205,0.6347736716270447,0.5168675780296326,0.11790609359741211
09002200121707101618561212I_1295232400_481310000,0,LP,large,1.2686587056043666,0,hit,0.9177190065383911,0.8418912887573242,0.6126301884651184,0.7601407170295715,-0.14751052856445312,0.4607883095741272,0.5525936484336853,-0.0918053388595581,0.4997144341468811,0.5935282707214355,-0.09381383657455444
09002200121707101620572462I_1295234800_481201200,0,LP,large,1.5860469130271981,0,hit,0.977371335029602,0.9719113707542419,0.6109792590141296,0.652496874332428,-0.04151761531829834,0.5378845930099487,0.5558110475540161,-0.017926454544067383,0.6533831357955933,0.623482346534729,0.029900789260864258
09002200121707101639521732I_1295236300_481326400,0,LP,large,1.1572483072116861,0,hit,0.9706042408943176,0.9576473236083984,0.5866574048995972,0.643734872341156,-0.05707746744155884,0.48090681433677673,0.49418994784355164,-0.013283133506774902,0.5030324459075928,0.5879238247871399,-0.08489137887954712
09002200121707101639521732I_1295236300_481326400,1,TP,large,7.927249584406995,1,hit,0.940606951713562,0.9090440273284912,0.7038755416870117,0.5857800245285034,0.1180955171585083,0.5968931317329407,0.5511341094970703,0.04575902223587036,0.7899442315101624,0.575408935546875,0.21453529596328735
09002200121707111016308448T_1295699800_481897000,0,MC,medium,2.6579249694018174,0,hit,0.9308681488037109,0.8081480264663696,0.5507376790046692,0.5703338980674744,-0.019596219062805176,0.5157301425933838,0.4717507064342499,0.04397943615913391,1.0021882057189941,0.5178241729736328,0.48436403274536133
09002200121707111016308448T_1295699800_481897000,1,MC,medium,2.531261444091797,0,hit,0.9008290767669678,0.833043098449707,0.5649529695510864,0.5248942971229553,0.040058672428131104,0.6543404459953308,0.49442607164382935,0.15991437435150146,1.1041343212127686,0.5987263321876526,0.505407989025116
09002200121707111016308448T_1295699800_481897000,2,TP,large,2.694918129792314,0,localization_error,0.893136203289032,0.1253598928451538,0.5201210379600525,0.6720592975616455,-0.15193825960159302,0.5289207100868225,0.54218989610672,-0.013269186019897461,0.5461114645004272,0.5718072056770325,-0.025695741176605225
09002200121707111016308448T_1295699800_481897000,3,TP,medium,2.235305759754423,0,localization_error,0.7178560495376587,0.3418187201023102,0.4704357385635376,0.5482266545295715,-0.07779091596603394,0.4832232892513275,0.5243077874183655,-0.041084498167037964,0.6343180537223816,0.5506945848464966,0.08362346887588501
09002200121707111110472472Q_1296216900_483044100,0,AC,large,1.0165274206883055,0,hit,0.8784592151641846,0.6338265538215637,0.5234550833702087,0.5531560778617859,-0.02970099449157715,0.5031698942184448,0.447460412979126,0.05570948123931885,0.7701513767242432,0.5962571501731873,0.1738942265510559
09002200121707111110472472Q_1296216900_483044100,1,TC,small,8.666859948593789,1,hit,0.8961406350135803,0.8028392195701599,0.6030758023262024,0.6867662072181702,-0.08369040489196777,0.6402766704559326,0.557500958442688,0.08277571201324463,0.9191848039627075,0.7152933478355408,0.20389145612716675
09002200121707111110472472Q_1296216900_483044100,2,MC,medium,1.205884999479404,0,hit,0.8930925130844116,0.8301551938056946,0.56446373462677,0.5605542063713074,0.0039095282554626465,0.9189127087593079,0.6164395213127136,0.30247318744659424,1.6634180545806885,0.8254701495170593,0.8379479050636292
09002200121707111129162532Q_1296198900_482997200,0,LC,large,1.3357094838793495,0,hit,0.8707138895988464,0.8503665328025818,0.6456868052482605,0.5841201543807983,0.06156665086746216,0.6467917561531067,0.6106085181236267,0.03618323802947998,0.7129753232002258,0.6073312163352966,0.1056441068649292
09002200121707111138596042Q_1296136100_483041900,0,TC,medium,10.758750744531508,1,hit,0.840410590171814,0.803735613822937,0.5768939256668091,0.4712505042552948,0.10564342141151428,0.578606903553009,0.4833495616912842,0.09525734186172485,0.8341649174690247,0.6549744009971619,0.1791905164718628
09002200121707111138596042Q_1296136100_483041900,1,LC,medium,11.937515020427782,1,hit,0.9341524839401245,0.8246467113494873,0.5499441027641296,0.5421162247657776,0.00782787799835205,0.6962116956710815,0.5243461728096008,0.1718655228614807,0.9054862260818481,0.6495827436447144,0.2559034824371338
09002200121707111140014532Q_1296190200_483040600,0,LC,medium,1.862720517573789,0,hit,0.7647011280059814,0.3885767161846161,0.5322912335395813,0.5571754574775696,-0.02488422393798828,0.5128796696662903,0.5368367433547974,-0.02395707368850708,0.7286263704299927,0.665226399898529,0.06339997053146362
09002200121707111140014532Q_1296190200_483040600,1,TC,medium,21.500166152385475,1,hit,0.9190912842750549,0.9170586466789246,0.5175225138664246,0.5927854180335999,-0.07526290416717529,0.4725029170513153,0.5950872302055359,-0.12258431315422058,0.6658257246017456,0.8217765092849731,-0.15595078468322754
09002200121707111140014532Q_1296190200_483040600,2,MC,medium,3.388882578133742,0,hit,0.897609531879425,0.8753505349159241,0.6952077746391296,0.5117144584655762,0.18349331617355347,1.1671420335769653,0.49434685707092285,0.6727951765060425,1.4434977769851685,0.8063957095146179,0.6371020674705505
09002200121707111221423492Q_1296216400_482887600,0,TC,medium,18.40027924010071,1,hit,0.8604808449745178,0.8046818375587463,0.5383794903755188,0.5728256106376648,-0.034446120262145996,0.6335886120796204,0.5409368872642517,0.09265172481536865,0.6598336100578308,0.7630375027656555,-0.10320389270782471
09002200121707111221423492Q_1296216400_482887600,1,TC,medium,4.0851438429901785,0,hit,0.8816407322883606,0.7034798264503479,0.49040380120277405,0.6518672108650208,-0.1614634096622467,0.5275841355323792,0.5692400336265564,-0.041655898094177246,0.8636259436607361,0.638815701007843,0.22481024265289307
09002200121707111221423492Q_1296216400_482887600,2,MC,small,3.23520568256886,0,hit,0.881191611289978,0.84752357006073,0.5944450497627258,0.6173589825630188,-0.02291393280029297,0.8371450901031494,0.5854644775390625,0.2516806125640869,1.144885778427124,0.7297022938728333,0.41518348455429077
09002200121707111323485322Q_1296202500_482990800,0,MC,small,5.166963386471611,1,hit,0.9005880951881409,0.9005880951881409,0.650429368019104,0.4865639805793762,0.16386538743972778,0.8294609785079956,0.6114169359207153,0.21804404258728027,0.6892287731170654,0.6575675010681152,0.031661272048950195
09002200121707111323485322Q_1296202500_482990800,1,LC,large,2.0424224836740565,0,hit,0.9372161626815796,0.7440615892410278,0.5352106690406799,0.5837244391441345,-0.04851377010345459,0.42289358377456665,0.5578059554100037,-0.134912371635437,0.5650830268859863,0.6433649659156799,-0.0782819390296936
09002200121707111323485322Q_1296202500_482990800,2,LC,medium,4.21875,0,hit,0.924380362033844,0.6692858338356018,0.5884203910827637,0.5350930094718933,0.05332738161087036,0.6712109446525574,0.49968597292900085,0.17152497172355652,0.9546128511428833,0.7110339403152466,0.24357891082763672
09002200121707121158446862M_1296283900_483175000,0,LC,medium,1.6666781433447526,0,hit,0.7959331274032593,0.7177738547325134,0.6909540295600891,0.667488694190979,0.023465335369110107,0.680304765701294,0.47102436423301697,0.20928040146827698,0.8662717342376709,0.5653993487358093,0.3008723855018616
09002200121707121158446862M_1296283900_483175000,1,LP,medium,1.4729651011737692,0,localization_error,0.8782992959022522,0.3100135326385498,0.5522850751876831,0.6596826910972595,-0.10739761590957642,0.5768101811408997,0.5214753150939941,0.05533486604690552,0.7834551930427551,0.5428635478019714,0.2405916452407837
09002200121707121158446862M_1296283900_483175000,2,LP,large,2.388047559791352,0,hit,0.9229041337966919,0.8739976286888123,0.5561702847480774,0.6380545496940613,-0.08188426494598389,0.5329868197441101,0.5596704483032227,-0.02668362855911255,0.7169192433357239,0.5644952058792114,0.15242403745651245
09002200121707121158446862M_1296283900_483175000,3,LC,medium,1.3800094726793766,0,hit,0.8988987803459167,0.796394407749176,0.5854341983795166,0.6216524243354797,-0.036218225955963135,0.7449913024902344,0.46440181136131287,0.2805894911289215,0.7419589161872864,0.5713650584220886,0.17059385776519775
09002200121707121158446862M_1296283900_483175000,4,LP,medium,1.344267519428788,0,hit,0.9452812075614929,0.9296635389328003,0.5167157053947449,0.656567394733429,-0.13985168933868408,0.6920269131660461,0.528110682964325,0.1639162302017212,0.7744153738021851,0.5892819762229919,0.18513339757919312
09002200121707121158446862M_1296283900_483175000,5,LP,large,1.8249994850154763,0,hit,0.652836263179779,0.21664942800998688,0.4978644549846649,0.6413728594779968,-0.1435084044933319,0.5134334564208984,0.5385002493858337,-0.025066792964935303,0.5813252329826355,0.6303979754447937,-0.0490727424621582
09002200121707121158446862M_1296283900_483175000,6,TP,medium,13.916383537118792,1,hit,0.8194157481193542,0.795696496963501,0.5647900700569153,0.6990441679954529,-0.1342540979385376,0.6691849231719971,0.6259027123451233,0.04328221082687378,0.9632450938224792,0.5936693549156189,0.36957573890686035
09002200121707131020435729S_1295310800_483011700,0,LC,large,2.6455888130408933,0,hit,0.9592571258544922,0.9433231949806213,0.47940587997436523,0.5725914239883423,-0.09318554401397705,0.47869592905044556,0.49221211671829224,-0.01351618766784668,0.5733482837677002,0.5696214437484741,0.0037268400192260742
09002200121707131403056739S_1294786300_482203000,0,TP,medium,2.162794460815207,0,hit,0.9515146017074585,0.9209203720092773,0.6081684827804565,0.5168575644493103,0.09131091833114624,0.7042041420936584,0.5506002306938171,0.1536039113998413,0.9180867075920105,0.5695816874504089,0.34850502014160156
09002200121707131403056739S_1294786300_482203000,1,MC,small,4.333398890501445,0,hit,0.7705050706863403,0.7111009359359741,0.8091655969619751,0.5077548027038574,0.3014107942581177,1.0511146783828735,0.5752449035644531,0.4758697748184204,0.9180136919021606,0.7209522128105164,0.1970614790916443
09002200121707131403056739S_1294786300_482203000,2,TP,medium,14.666944721368843,1,localization_error,0.4881764352321625,0.26098132133483887,0.47546249628067017,0.5500687956809998,-0.07460629940032959,0.6793850660324097,0.6887393593788147,-0.00935429334640503,0.9376804828643799,0.8450544476509094,0.09262603521347046
09002200121707131403056739S_1294786300_482203000,3,LP,large,1.6334510884675266,0,hit,0.9864187836647034,0.9719043970108032,0.5639792680740356,0.6751342415809631,-0.11115497350692749,0.47020313143730164,0.5363858342170715,-0.0661827027797699,0.6315062642097473,0.5930251479148865,0.03848111629486084
09002200121901200926112092K_1296257400_483122000,0,LC,large,2.2525805468188858,0,localization_error,0.5852307081222534,0.10270407795906067,0.553918182849884,0.5729250311851501,-0.019006848335266113,0.48524010181427,0.5034918189048767,-0.01825171709060669,0.509141206741333,0.5647785067558289,-0.05563730001449585
09002200121901201024133982Q_1295841000_482006800,0,LP,medium,9.038305973600382,1,hit,0.9291213750839233,0.7773343324661255,0.7951371073722839,0.7115266919136047,0.0836104154586792,0.8480648398399353,0.5513041615486145,0.2967606782913208,0.9202154874801636,0.6307212114334106,0.28949427604675293
09002200121901201024133982Q_1295841000_482006800,1,TP,medium,15.833321465386284,1,hit,0.5793096423149109,0.28581133484840393,0.5060707926750183,0.5270319581031799,-0.02096116542816162,0.5579516291618347,0.5045033693313599,0.053448259830474854,0.6898844242095947,0.6661321520805359,0.023752272129058838
09002200121901201045145662K_1296136500_483322000,0,LP,small,1.923130917362919,0,hit,0.7712293267250061,0.7702513337135315,0.692455530166626,0.6465057730674744,0.04594975709915161,0.7404110431671143,0.606950581073761,0.13346046209335327,0.8080312013626099,0.7436808347702026,0.06435036659240723
09002200121901201045145662K_1296136500_483322000,1,LP,large,1.0148127602185146,0,hit,0.935594379901886,0.9343752264976501,0.47393599152565,0.47984328866004944,-0.005907297134399414,0.483144611120224,0.4325827658176422,0.05056184530258179,0.7008870840072632,0.5007374882698059,0.20014959573745728
09002200121901201057451662Q_1295841800_481977800,0,TP,medium,19.41647423833986,1,hit,0.9024756550788879,0.8978524208068848,0.5438032150268555,0.7261945009231567,-0.18239128589630127,0.5928751230239868,0.652824342250824,-0.05994921922683716,1.0097312927246094,0.7316285967826843,0.27810269594192505
09002200121901201057451662Q_1295841800_481977800,1,LP,medium,1.1666853163926005,0,hit,0.6670423150062561,0.16109925508499146,0.737481951713562,0.6437341570854187,0.09374779462814331,0.6798754334449768,0.6296346187591553,0.05024081468582153,1.027722954750061,0.7477323412895203,0.27999061346054077
09002200121901201151526292K_1295907900_483319900,0,LC,large,2.4133442762898496,0,hit,0.852472722530365,0.7987169027328491,0.44801220297813416,0.4475037753582001,0.000508427619934082,0.5916150212287903,0.4873863756656647,0.10422864556312561,0.7285839915275574,0.536398708820343,0.19218528270721436
09002200121901201205427912K_1295992900_483321200,0,LC,large,1.372337344766372,0,hit,0.9705231189727783,0.9209921956062317,0.47941187024116516,0.627284824848175,-0.1478729546070099,0.4764357805252075,0.5241055488586426,-0.04766976833343506,0.5532854795455933,0.5572003722190857,-0.003914892673492432
09002200121901201205427912K_1295992900_483321200,1,LC,large,2.430117096080215,0,hit,0.847872257232666,0.47419804334640503,0.5139416456222534,0.6385106444358826,-0.12456899881362915,0.4699271023273468,0.5346425175666809,-0.0647154152393341,0.627328634262085,0.557037353515625,0.07029128074645996
09002200121901201240460582K_1296213800_483111600,0,TC,large,20.727596950410884,1,hit,0.9318400621414185,0.8194668292999268,0.60835200548172,0.618169367313385,-0.009817361831665039,0.5509711503982544,0.48857298493385315,0.062398165464401245,0.7122682332992554,0.53471440076828,0.17755383253097534
09002200121901201336205082K_1296053200_483189600,0,LC,medium,1.631577200288257,0,hit,0.87021404504776,0.7608299255371094,0.6021719574928284,0.5310297012329102,0.07114225625991821,0.5516771674156189,0.45773059129714966,0.09394657611846924,0.6804794669151306,0.5220391154289246,0.15844035148620605
09002200121901201344271162L_1295281600_482059700,0,LP,medium,3.8500199891966784,0,hit,0.9057716131210327,0.7531771063804626,0.5663750171661377,0.4724251925945282,0.0939498245716095,0.5822726488113403,0.44280821084976196,0.13946443796157837,1.2591843605041504,0.5530845522880554,0.706099808216095
09002200121901201344271162L_1295281600_482059700,1,TP,large,5.422032085561497,1,hit,0.7355690598487854,0.1900269240140915,0.486333966255188,0.6992343068122864,-0.2129003405570984,0.4606189727783203,0.5717858672142029,-0.11116689443588257,0.616256594657898,0.5248428583145142,0.09141373634338379
09002200121901201344271162L_1295281600_482059700,2,LP,large,1.0345683377180668,0,hit,0.924532413482666,0.924532413482666,0.5765725374221802,0.7176278233528137,-0.14105528593063354,0.46800845861434937,0.5565038323402405,-0.08849537372589111,0.5074788331985474,0.5488148331642151,-0.041335999965667725
09002200121901201346498812L_1295278400_482206300,0,TP,medium,22.528820435492847,1,hit,0.9242609739303589,0.8227738738059998,0.6185410618782043,0.6204904913902283,-0.0019494295120239258,0.7901766300201416,0.6360578536987305,0.15411877632141113,1.1317540407180786,0.5850514769554138,0.5467025637626648
09002200121901201346498812L_1295278400_482206300,1,TP,small,14.399375022887346,1,hit,0.6969251036643982,0.46205008029937744,0.7714477181434631,0.5245506763458252,0.24689704179763794,0.7437853217124939,0.680881679058075,0.06290364265441895,1.0162361860275269,0.8957061171531677,0.12053006887435913
09002200121901201346498812L_1295278400_482206300,2,LP,large,1.9238135928199405,0,hit,0.979347288608551,0.9590296149253845,0.7006810307502747,0.5463464260101318,0.15433460474014282,0.7816300988197327,0.4905087947845459,0.29112130403518677,0.941514790058136,0.5948021411895752,0.3467126488685608
